,city,id,links,name,phone_numbers,state,street_address,zip_code
321,ATLANTA,8774,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX -SANDY SPRINGS LEARNING CENTER,['(678) 320-6005'],GA,"8200 ROBERTS DRIVE, SUITE 300",30350
322,VALDOSTA,8350,['http://www.valdosta.peachnet.edu/'],VALDOSTA STATE COLLEGE,['229-245-3878'],GA,1500 N. PATTERSON ST,31698
323,KINGSLAND,7106,['http://www.valdosta.edu/'],VALDOSTA STATE UNIVERSITY-CAMDEN CENTER,['912-882-6573'],GA,8001 LAKES BLVD,31548
324,MOODY AFB,7251,['http://www.wiregrass.edu/'],WIREGRASS GA TECHNICAL COLLEGE,['(229) 253-9571'],GA,"23RD FSS/FSD, 3010 ROBINSON ROAD",31699
325,HONOLULU,9424,[],ARGOSY UNIVERSITY,['808-791-5231'],HI,"1001 BISHOP STREET, SUITE 400",96813
326,HONOLULU,8742,['http://www.argosyu.edu/'],ARGOSY UNIVERSITY,['808-536-5555'],HI,"1001 BISHOP STREET, 400 ASB TOWER",96813
327,PEARL HARBOR,7107,['http://www.hpu.edu/'],HAWAII PACIFIC UNIVERSITY,['808-422-0204'],HI,"BUILDING 679, 2ND FLOOR, ROOM 207",96860
328,SCHOFIELD BARRACKS,7124,['http://www.hpu.edu/'],HAWAII PACIFIC UNIVERSITY,['808-422-0204'],HI,EDUCATION CENTER YANO HALL,96857
329,MCBH KANEOHE,7120,['http://www.hpu.edu/'],HAWAII PACIFIC UNIVERSITY,['808-422-0204'],HI,"FIFTH STREET, BUILDING 220",96863
330,HICKAM AFB,7115,['http://www.hpu.edu/'],HAWAII PACIFIC UNIVERSITY,['808-422-0204'],HI,900 HANGER AVENUE,96853
331,HONOLULU,9167,['http://www.hpu.edu/'],HAWAII PACIFIC UNIVERSITY - DOWNTOWN HONOLULU CAMPUS,['(808) 544-9334'],HI,"1060 BISHOP STREET, SUITE 600",96813
332,TRIPLER AMC,7133,['http://www.hpu.edu/'],HAWAII PACIFIC UNIVERSITY - TRIPLER,['(808) 543-8056'],HI,"BUILDING 102, ROOM 111",96859
333,HONOLULU,9827,['http://www.icchawaii.edu/'],INTERCULTURAL COMMUNICATIONS COLLEGE,['808-946-2445'],HI,"1601 KAPIOLANI BOULEVARD, SUITE 1000",96814
334,LIHUE,9833,[],KAUAI COMMUNITY COLLEGE,['808-245-8306'],HI,3-1901 KAMUALII HIGHWAY,96766
335,HONOLULU,8522,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX â HAWAII CAMPUS - HONOLULU,['(808) 524-9854'],HI,"745 FORT STREET, SUITE 2000",96813
336,KAPOLEI,8999,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX - KAPOLEI LEARNING CENTER,['(808) 524-9848'],HI,"949 KAMOKILA BLVD, SUITE 101",96707
337,MILILANI,8215,['http://www.wbu.edu/colleges-in-hawaii/'],WAYLAND BAPTIST UNIVERSITY,['808-222-9407'],HI,95-1091 AINAMAKUA DRIVE,96789
338,CLINTON,9508,['http://www.ashford.edu'],ASHFORD UNIVERSITY- IOWA CAMPUS,['(866) 974-5700'],IA,1310 19TH AVE NW,52732
339,DUBUQUE,8316,['http://www.clarke.edu/'],CLARKE UNIVERSITY,['319-588-6354'],IA,1550 CLARK DRIVE,52001
340,JOHNSTON,8076,['http://www.grandview.edu/'],GRAND VIEW UNIVERSITY,['515-252-4546'],IA,7105 NW 70TH AVENUE,50131
341,DES MOINES,9818,['http://www.grandview.edu/'],GRAND VIEW UNIVERSITY,['515-263-2971'],IA,1200 GRANDVIEW AVENUE,50316
342,OTTUMWA,8971,['http://www.ibcc.cc.ia.us/'],INDIAN HILLS COMMUNITY COLLEGE,['(641) 683-5142'],IA,525 GRANDVIEW AVE.,52501
343,ESTHERVILLE,9026,['http://www.ilcc.cc.ia.us/'],IOWA LAKES COMMUNITY COLLEGE,['712-362-7935'],IA,300 SOUTH 18TH STREET,51334
344,DAVENPORT,9634,['http://www.kaplanuniversity.edu/davenport-iowa.aspx'],KAPLAN UNIVERSITY - DAVENPORT (MAIN CAMPUS),['(563) 355-3500'],IA,1801 E KIMBERLY RD #1,52807
345,CRESTON,8835,['http://www.swcc.cc.ia.us/'],SOUTHWESTERN COMMUNITY COLLEGE,['641-782-1330'],IA,1501 WEST TOWNLINE STREET,50801
346,DUBUQUE,8291,['http://www.dbq.edu/'],THE UNIVERSITY OF DUBUQUE,['(563) 589-3262'],IA,2000 UNIVERSITY AVENUE,52001
347,IOWA CITY,8844,['http://www.uiowa.edu/'],UNIVERSITY OF IOWA,['(319) 384-4800'],IA,250 CEF / 30 S. DUBUQUE STREET,52242
348,CEDAR FALLS,8937,['http://www.uni.edu/'],UNIVERSITY OF NORTHERN IOWA,['319-273-6024'],IA,125 STUDENT SERVICES,50614
349,WEST DES MOINES,9500,['http://uiu.edu/locations/desmoines/index.html'],UPPER IOWA UNIVERSITY-DES MOINES,['5152251800'],IA,"5000 WESTOWN PKWY, SUITE 200",50266
350,WATERLOO,7740,['http://www.uiu.edu'],UPPER IOWA UNIVERSITY-WATERLOO CENTER,['319-232-6980'],IA,3563 UNIVERSITY AVENUE,50701
351,SIOUX CITY,8284,['http://www.witcc.edu/'],WESTERN IOWA TECH. COMMUNITY COLLEGE,['(712)-274-6443'],IA,4647 STONE AVE,51106
352,OSKALOOSA,9642,['http://www.wmpenn.edu/'],WILLIAM PENN UNIVERSITY,['641-673-1100'],IA,201 TRUEBLOOD AVENUE,52577
353,CLIVE,9486,['http://www.wmpenn.edu/'],WILLIAM PENN UNIVERSITY COLLEGE FOR WORKING ADULTS,['(641) 673-1323'],IA,"1275 NORTHWEST 128 STREET, SUITE 200",50325
354,BOISE,9066,['http://aae.boisestate.edu/testing/'],BOISE STATE UNIVERSITY,['(208) 426-1000'],ID,1910 UNIVERSITY DRIVE,83725
355,MOUNTAIN HOME AFB,7132,['https://extendedstudies.boisestate.edu/mountainhome/mtn-home-national-testing-services/'],BOISE STATE UNIVERSITY - MOUNTAIN HOME AFB,['(208) 828-6746'],ID,"665 FALCON STREET, 366 MSS/DPE",83648
356,TWIN FALLS,9489,['http://www.csi.edu/'],COLLEGE OF SOUTHERN IDAHO,['208-732-6569'],ID,"MEYERHOEFFER BUILDING, 315 FALLS AVENUE",83303
357,POCATELLO,9173,['http://www.isu.edu/'],IDAHO STATE UNIVERSITY,['208-282-2130'],ID,"921 S. 8TH , 2ND FLOOR, SOUTH SIDE",83209
358,NAMPA,8434,['http://www.nnu.edu/'],NORTHWEST NAZARENE UNIVERSITY,['208-467-8465'],ID,623 HOLLY STREET,83686
359,OAK FOREST,8023,['http://www.assu.us/'],ASSU/COGNITIVE TESTING CENTER,['773-224-7890'],IL,"6006 WEST 159TH STREET, BUILDING B, 2ND FLOOR",60452
360,CHICAGO,8008,['http://www.assu.us/'],ASSU/COGNITIVE TESTING CENTER,"['773-506-0268', '773-255-2481']",IL,2800 WEST PETERSON AVE.,60659
361,CHICAGO,8986,['http://www.csu.edu/'],CHICAGO STATE UNIVERSITY,['773-995-2000'],IL,9501 S. MARTIN LUTHER KING DRIVE,60628
362,CHICAGO,9094,['http://www.ccc.edu/'],CITY COLLEGES OF CHICAGO,['312-553-2500'],IL,"226 W JACKSON BLVD, RM 912",60606
363,GLEN ELLYN,9107,['http://www.cod.edu/'],COLLEGE OF DUPAGE,['(630) 942-2401'],IL,425 FAWELL BOULEVARD,60137
364,VERNON HILLS,7900,['http://www.clcillinois.edu/southlake/'],COLLEGE OF LAKE COUNTY,['847-543-6544'],IL,1120 S. MILWAUKEE AVE,60061
365,GRAYSLAKE,9109,['http://www.clcillinois.edu/'],COLLEGE OF LAKE COUNTY,['847-223-2000'],IL,19351 WEST WASHINGTON ST,60030
366,GREAT LAKES,7140,['http://www.clcillinois.edu/'],COLLEGE OF LAKE COUNTY - GREAT LAKE NAVAL BASE,['(847) 543-2971'],IL,"2221 MCDONOUGH DRIVE, BUILDING 617, ROOM 209",60088
367,WAUKEGAN,9546,['http://www.clcillinois.edu/'],COLLEGE OF LAKE COUNTY - LAKESHORE CAMPUS,['(847) 543-2120'],IL,33 NORTH GENESEE STREET,60085
368,CRYSTAL LAKE,9857,['http://www.ccis.edu/nationwide/crystallake/'],COLUMBIA COLLEGE,['815-477-5440'],IL,446 NORTH ROUTE 31,60012
369,GURNEE,7735,['http://www.ccis.edu/lakecounty/'],COLUMBIA COLLEGE,['847-336-6333'],IL,"1225 TRI-STATE PARKWAY, STE 560",60031
370,ADDISON,7820,['http://www.devry.edu/'],DEVRY UNIVERSITY,['630-652-8395'],IL,1221 N. SWIFT ROAD,60101
371,CHARLESTON,9133,['http://www.eiu.edu/'],EASTERN ILLINOIS UNIVERSITY,['217-581-5986'],IL,"600 LINCOLN AVE., RM 2100, NINTH STREET HALL",61920
372,UNIVERSITY PARK,8536,['http://www.govst.edu/testing-center/'],GOVERNOR\\'S STATE UNIVERSITY,['(708) 235-7555'],IL,1 UNIVERSITY PARKWAY,60484
373,FREEPORT,8639,['http://www.highland.cc.il.us/'],HIGHLAND COMMUNITY COLLEGE,['815-599-3680'],IL,2992 WEST PEARL CITY RD,61032
374,EAST PEORIA,8707,['http://www.icc.edu/'],ILLINOIS CENTRAL COLLEGE,['(309) 694-5234'],IL,"1 COLLEGE DRIVE, TESTING CENTER ROOM L220",61635
375,PEORIA,8699,['http://icc.edu/'],ILLINOIS CENTRAL COLLEGE - NORTH CAMPUS,['(309) 690-6991'],IL,"5407 N. UNIVERSITY STREET, ARBOR 103",61635
376,NORMAL,9769,['http://www.ilstu.edu/'],ILLINOIS STATE UNIVERSITY,['309-438-2100'],IL,"ILLINOIS STATE UNIVERSITY FELL HALL, ROOM 346",61790
377,GODFREY,9502,['http://www.lc.cc.il.us/'],LEWIS & CLARK COMMUNITY COLLEGE,['618-466-3411'],IL,5800 GODFREY RD,62035
378,SPRINGFIELD,9108,['http://www.llcc.edu/'],LINCOLN LAND COMMUNITY COLLEGE,['217-786-2211'],IL,5250 SHEPARD ROAD,62794
379,WHEELING,8586,['http://www.nl.edu/transferinfo/creditbyexamination/'],NATIONAL LOUIS UNIVERSITY,['630-874-4320'],IL,1000 CAPITAL DRIVE,60090
380,CHICAGO,8270,['http://www.nl.edu/transferinfo/creditbyexamination/'],NATIONAL LOUIS UNIVERSITY,['312-261-3359'],IL,"122 SOUTH MICHIGAN AVENUE, SUITE 3005",60603
381,LISLE,8340,['http://www.nl.edu/transferinfo/creditbyexamination/'],NATIONAL-LOUIS UNIVERSITY,['630-874-4319'],IL,850 WARRENVILLE ROAD,60532
382,DEKALB,9530,['http://www.niu.edu/'],NORTHERN ILLINOIS UNIVERSITY,['815-753-6051'],IL,ADAMS 128,60115
383,DECATUR,9992,['http://www.richland.edu/'],RICHLAND COMMUNITY COLLEGE,['217-875-7211 X364'],IL,ONE COLLEGE PARK,62521
384,ROCKFORD,8549,['http://www.rockvalleycollege.edu/'],ROCK VALLEY COLLEGE,['(815) 921-2385'],IL,3301 NORTH MULFORD ROAD,61114
385,DIXON,9649,['http://www.svcc.edu/'],SAUK VALLEY COMMUNITY COLLEGE,['815-288-5511 X293'],IL,173 ILLINOIS ROUTE 2,61021
386,CARBONDALE,9318,['http://testingservices.siu.edu/'],SOUTHERN ILLINOIS UNIVERSITY,['618-453-6003'],IL,"TEST SERVICES, MAILCODE 3703",62901
387,SOUTH HOLLAND,8242,['http://www.southsuburbancollege.edu/'],SOUTH SUBURBAN COLLEGE,['(708) 596-2000 EX. 2495'],IL,15800 SOUTH STATE STREET,60473
388,SCOTT AFB,7294,['http://www.swic.edu/'],SOUTHWESTERN ILLINOIS COLLEGE,['618-641-6677'],IL,"404 W. MARTIN STREET, BUILDING 1650",62225
389,DOWNERS GROVE,8026,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['630-874-6129'],IL,"1431 OPUS PLACE, SUITE 300",60515
390,SCHAUMBURG,8015,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['847-273-2779'],IL,"1101 PERIMETER DRIVE, SUITE 300",60173
391,AURORA,8580,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['331-643-4829'],IL,"2245 SEQUOIA DRIVE, SUITE 301-A",60506
392,DEERFIELD,8570,['http://www.tiu.edu/'],TRINITY INTERNATIONAL UNIVERSITY,['847-317-8181'],IL,2065 HALF DAY ROAD,60015
393,RIVER GROVE,8069,['http://www.triton.edu/'],TRITON COLLEGE,['(708) 456-3252'],IL,2000 FIFTH AVE,60171
394,CHAMPAIGN,8584,['http://www.uiu.edu/'],UNIVERSITY OF ILLINOIS - URBANA CHAMPAIGN,['217-333-1342'],IL,"610 E. JOHN ST., ROOM G1, TURNER STUDENT SERVICES BLDG",61820
395,CHICAGO,9024,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX,['312-223-1101 X76888'],IL,203 N. LASALLE,60601
396,JOLIET,8656,['http://www.stfrancis.edu/'],UNIVERSITY OF ST. FRANCIS,['815-740-3590'],IL,500 WILCOX STREET,60435
397,ROCKFORD,8210,['http://www.uiu.edu/locations/educationcenters/uscenters/rockford.html'],UPPER IOWA UNIVERSITY- ROCKFORD CENTER,['815-332-1414'],IL,1161 TEBALA BLVD,61108
398,SUGAR GROVE,8767,['http://www.waubonsee.edu'],WAUBONSEE COMMUNITY COLLEGE,['(630) 466-2358'],IL,RT.47 AT WAUBONSEE DRIVE,60554
399,MACOMB,8488,['http://www.wiu.edu'],WESTERN ILLINOIS UNIVERSITY,['(309) 298-2453'],IL,102 MEMORIAL HALL,61455
400,MOLINE,7220,['http://www.wiu.edu/qc/'],WESTERN ILLINOIS UNIVERSITY,['309-762-9481'],IL,3300 RIVER DRIVE ROOM 2215,61265
401,GRANGER,8018,['http://www.assu.us/'],ASSU/COGNITIVE TESTING CENTER,['574-272-4000'],IN,7215 GRAPE ROAD,46530
402,CARMEL,8681,['http://www.cuw.edu/'],CONCORDIA UNIVERSITY - INDIANAPOLIS CENTER,['317-844-1711'],IN,"11350 N. MERIDIAN STREET, SUITE 200",46032
403,GOSHEN,9995,['http://www.goshen.edu/'],GOSHEN COLLEGE,['219-535-7383'],IN,1700 S. MAIN STREET,46526
404,WINONA LAKE,7769,['http://www.grace.edu/'],GRACE COLLEGE & THEOLOGICAL SEMINARY,['574-372-5100'],IN,200 SEMINARY DRIVE,46590
405,HUNTINGTON,8034,['http://www.huntington.edu/'],HUNTINGTON UNIVERSITY,['260-359-4290 X2090'],IN,2303 COLLEGE AVE,46750
406,FORT WAYNE,9521,['http://www.indianatech.edu/'],INDIANA INSTITUTE OF TECHNOLOGY,['260-422-5561 X2217'],IN,1600 EAST WASHINGTON BOULEVARD,46803
407,TERRE HAUTE,8206,['http://www.indstate.edu/'],INDIANA STATE UNIVERSITY,['812-237-7666'],IN,"UNIVERSITY TESTING, ERICKSON HALL 231, 218 NORTH SIXTH STREET",47809
408,KOKOMO,8726,['http://www.iuk.edu/'],INDIANA UNIVERSITY,"['800-991-7459', '765-455-9407']",IN,2300 SOUTH WASHINGTON ST,46904
409,GARY,8562,['http://www.iun.edu/'],INDIANA UNIVERSITY - NORTHWEST,['219-980-6828'],IN,3400 BROADWAY,46408
410,COLUMBUS,9544,['http://www.iupuc.edu/'],INDIANA UNIVERSITY PURDUE UNIVERSITY COLUMBUS,['(812) 348-7200'],IN,4601 CENTRAL AVENUE,47203
411,INDIANAPOLIS,8683,['http://www.iupui.edu/'],INDIANA UNIVERSITY-PURDUE UNIVERSITY - INDIANAPOLIS,['317-274-3324'],IN,"620 UNION DRIVE, SUITE G-003",46202
412,SOUTH BEND,9556,['http://www.iusb.edu/'],INDIANA UNIVERSITY - SOUTH BEND,['574-520-4478'],IN,"PO BOX 1033, WIEKAMP HALL 3183",46634
413,NEW ALBANY,8867,['http://www.ius.edu/sdc'],INDIANA UNIVERSITY - SOUTHEAST,['812-941-2309'],IN,"UNIVERSITY CENTER SOUTH, STUDENT DEVELOPMENT CENTER, 4201 GRANT LINE RD, ROOM 203 (US 203)",47150
414,MERRILLVILLE,8263,['http://www.indwes.edu/'],INDIANA WESLEYAN UNIVERSITY,['219-769-5100'],IN,8415 GEORGIA STREET,46410
415,FORT WAYNE,9687,['http://www.indwes.edu/'],INDIANA WESLEYAN UNIVERSITY,['260-918-1212'],IN,8211 W. JEFFERSON BLVD,46804
416,COLUMBUS,9946,['http://www.indwes.edu/'],INDIANA WESLEYAN UNIVERSITY,['812-376-7346'],IN,3449 JONATHAN MOORE PIKE,47201
417,MARION,8781,['http://www.indwes.edu/'],INDIANA WESLEYAN UNIVERSITY,['765-677-2881'],IN,"APS STUDENT SERVICES, 1900 WEST 50TH STREET",46953
418,INDIANAPOLIS,9686,['http://www.indwes.edu/'],INDIANA WESLEYAN UNIVERSITY - INDIANAPOLIS NORTH CAMPUS,['(317) 818-4854'],IN,3777 PRIORITY WAY SOUTH DRIVE,46240
419,TELL CITY,7283,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['812-547-3642'],IN,1034 31ST STREET,47586
420,BATESVILLE,7289,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['812-934-3954 X20'],IN,920 COUNTY LINE ROAD,47006
421,EVANSVILLE,8628,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['812-429-1460'],IN,3401 FIRST AVENUE,47710
422,COLUMBUS,8795,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['812-314-8538'],IN,4475 CENTRAL AVE,47203
423,LOGANSPORT,7275,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['574-753-5101 X052229'],IN,1 IVY TECH WAY,46947
424,GOSHEN,7267,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['574-830-0375 X 4484'],IN,22531 CR 18,46528
425,EVANSVILLE,7268,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['812-429-9852'],IN,3401 FIRST AVENUE,47710
426,VALPARAISO,7285,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['219-476-4722'],IN,3100 IVY TECH DRIVE,46383
427,MARION,7277,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,"['765-651-3100 X3317 or X3319', '765-651-3100 X3334']",IN,261 S. COMMERCE DRIVE,46952
428,PRINCETON,7279,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['812-385-8495'],IN,2431 S. CRABTREE DRIVE,47670
429,MUNCIE,7278,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['765-289-2291 X1419 or X1320'],IN,4201 S. COWAN ROAD,47302
430,FORT WAYNE,7269,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,"['260-480-2012', '260-480-2043']",IN,3800 N. ANTHONY BOULEVARD,76805
431,MADISON,7276,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['812-265-2580 X4184'],IN,590 IVY TECH DRIVE,47250
432,GREEN CASTLE,7290,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['765-653-7410'],IN,915 S. ZINC MILL ROAD,46135
433,COLUMBUS,7266,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,"['812-374-5211', '800-922-4838 X5246']",IN,4475 CENTRAL AVENUE,47203
434,FT WAYNE,8713,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['260-480-2043'],IN,3701 DEAN DRIVE,46385
435,KOKOMO,7272,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['765-459-0561 X527'],IN,1701 TOUBY PIKE,46901
436,INDIANAPOLIS,7271,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['317-917-5991'],IN,"9301 E. 59TH STREET, ROOM 152",46216
437,BLOOMINGTON,7265,"['http://www.ivytech.edu/', 'http://www.distancetesting-bloomington@lists.ivytech.edu']",IVY TECH COMMUNITY COLLEGE,['812-330-6137'],IN,200 DANIELS WAY,47404
438,WARSAW,7286,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE,['574-267-5428 X 7232'],IN,2545 SILVEUS CROSSING,46580
439,ANDERSON,7264,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE - ANDERSON,['(765) 643-7133 EX2022'],IN,815 EAST 60TH STREET,46013
440,KOKOMO,9316,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE - KOKOMO CAMPUS,['(765) 459-0561 EX. 7509'],IN,1815 EAST MORGAN STREET ROOM M100,46901
441,LAFAYETTE,9930,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE - LAFAYETTE CAMPUS,['(765) 269-5238'],IN,3101 S. CREASY LANE,47905
442,LAWRENCEBURG,8360,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE - LAWRENCEBURG CAMPUS,['(812) 537-4010 EXT. 5501'],IN,50 WALNUT STREET,47025
443,RICHMOND,8115,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE - RICHMOND CAMPUS,['(765) 966-2656 EX. 4133'],IN,2357 CHESTER BLVD.,47374
444,SELLERSBURG,7281,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE - SELLERSBURG,['(812) 246-3301 X4231 OR X4156'],IN,8204 HIGHWAY 311,47172
445,SELLERSBURG,8487,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE - SELLERSBURG CAMPUS,['(812) 246-3301 4156 OR 4502'],IN,8204 HIGHWAY 311,47172
446,SOUTH BEND,8920,['http://www.ivytech.edu/'],IVY TECH COMMUNITY COLLEGE - SOUTH BEND CAMPUS,['(574) 289-7001 EX. 1235'],IN,250 EAST SAMPLE STREET,46601
447,GARY,8196,[],IVY TECH STATE COLLEGE,[],IN,1440 EAST 35TH AVE,46409
448,TERRE HAUTE,8388,['https://www.ivytech.edu/'],IVY TECH STATE COLLEGE - TERRE HAUTE CAMPUS,['(812) 298-2382'],IN,1700 E. INDUSTRIAL DRIVE,47802
449,INDIANAPOLIS,9333,['http://www.marian.edu/'],MARIAN UNIVERSITY,['317-955-6150'],IN,3200 COLD SPRING ROAD,46222
450,OAKLAND CITY,8445,['http://www.oak.edu/'],OAKLAND CITY UNIVERSITY,['812-749-1378'],IN,138 N. LUCRETIA ST,47660
451,ST. MARY OF THE WOODS,9328,['http://www.smwc.edu/'],SAINT MARY OF THE WOODS,['812-535-5151'],IN,1 ST. MARY OF WOODS COLL,47876
452,INDIANAPOLIS,8493,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['317-810-7729'],IN,9025 NORTH RIVER RD.,46240
453,INDIANAPOLIS,9520,['http://www.uindy.edu/'],UNIVERSITY OF INDIANAPOLIS,['317-788-3504'],IN,"1400 EAST HANNA AVENUE, ESH HALL, ROOM 131",46227
454,INDIANAPOLIS,8724,['http://www.veritycollegeeducation.org'],VERITY COLLEGE EDUCATION,['(844) 383-7489'],IN,601 NORTH SHORTRIDGE ROAD,46219
455,VINCENNES,9382,['http://www.vinu.edu/'],VINCENNES UNIVERSITY,['(812) 888-5404'],IN,"1002 NORTH FIRST ST, SHAKE LRC - 22",47591
456,OVERLAND PARK,9696,['http://www.bakeru.edu/'],BAKER UNIVERSITY,['(913) 491-4432'],KS,7301 COLLEGE BLVD. STE. 120,66210
457,WICHITA,9175,['http://www.bakeru.edu/'],BAKER UNIVERSITY,['316-636-2322'],KS,"3450 N. ROCK ROAD, BLDG 400",67226
458,TOPEKA,7254,['http://www.bakeru.edu/'],BAKER UNIVERSITY - TOPEKA,['(913) 491-4432'],KS,2641 SW WANAMAKER ROAD,66614
459,FORT RILEY,7201,['http://www.bartonccc.edu/'],BARTON COMMUNITY COLLEGE,['785-784-6606 EXT 763'],KS,"FORT RILEY LEARNING SERVICES AND MILITARY OPERATIONS, BUILDING 211 CUSTER AVENUE ROOM 211",66442
460,MCCONNELL AFB,7221,['http://www.butlercc.edu/'],BUTLER COMMUNITY COLLEGE,['316-681-3522'],KS,53474 LAWRENCE COURT,67221
461,EL DORADO,9074,['http://www.butlercc.edu/'],BUTLER COUNTY COMMUNITY COLLEGE,['316-321-2222'],KS,HAVERHILL RD/TOWANDA AVE,67042
462,HAYS,9151,['http://www.fhsu.edu/'],FORT HAYS STATE UNIVERSITY,['785-628-4401'],KS,600 PARK STREET,67601
463,LENEXA,7346,['http://www.grantham.edu/'],GRANTHAM UNIVERSITY,['800-955-2527'],KS,16025 W 113TH STREET,66219
464,MANHATTAN,9186,['http://www.ksu.edu/'],KANSAS STATE UNIVERSITY,['913-532-5392'],KS,"HOLTON HALL, RM 101B",66506
465,PARSONS,8346,['http://labette.edu/'],LABETTE COMMUNITY COLLEGE,['620-820-1182'],KS,200 S. 14TH STREET,67357
466,MANHATTAN,8875,['http://www.mccks.edu/'],MANHATTAN CHRISTIAN COLLEGE,['785-539-3571'],KS,1415 ANDERSON AVE,66501
467,OLATHE,8801,['http://www.mnu.edu/'],MIDAMERICA NAZARENE UNIVERSITY,['913-971-3387'],KS,2030 E. COLLEGE WAY,66062
468,OTTAWA,8655,['http://www.ottawa.edu/'],OTTAWA UNIVERSITY,['785-242-5200'],KS,1001 S. CEDAR,66067
469,OVERLAND PARK,9356,['http://www.ottawa.edu'],OTTAWA UNIVERSITY - OVERLAND PARK CAMPUS,['(913) 266-8600'],KS,"4370 WEST 109TH STREET, SUITE 200",66211
470,PITTSBURG,9538,['http://www.pittstate.edu/'],PITTSBURG STATE UNIVERSITY,['620-235-4267'],KS,"1701 S. BROADWAY, WHITESITT HALL 206 B",66762
471,SALINA,9407,['http://www.salinatech.edu/'],SALINA AREA TECHNICAL COLLEGE,['(785) 309-3111'],KS,2562 CENTENNIAL RD,67401
472,LIBERAL,8876,['http://www.scc.edu/'],SEWARD COUNTY COMMUNITY COLLEGE,['316-629-2650'],KS,1801 NORTH KANSAS,67905
473,WICHITA,9534,['http://www.tabor.edu/'],TABOR COLLEGE WICHITA,['316-729-6333'],KS,"7348 WEST 21ST STREET, SUITE 117",67205
474,LAWRENCE,9543,['http://www.ku.edu'],UNIVERSITY OF KANSAS,['(785) 864-2768'],KS,1300 SUNNYSIDE AVENUE,66045
475,TOPEKA,8746,['http://www.washburn.edu'],WASHBURN UNIVERSITY,['(785) 670-1223'],KS,1700 SW COLLEGE AVE,66621
476,WICHITA,9391,['http://www.wichita.edu/'],WICHITA STATE UNIVERSITY,['316-978-3440'],KS,"1845 NORTH FAIRMOUNT, 320 GRACE WILKIE HALL",67260
477,ASHLAND,8577,['http://www.ashlandcc.edu/'],ASHLAND COMMUNITY COLLEGE,['606-329-2999'],KY,1400 COLLEGE DR,41101
478,LEXINGTON,9118,['http://www.bluegrass.kctcs.edu/'],BLUEGRASS COMMUNITY AND TECHNICAL COLLEGE,['859-246-6669'],KY,164 OPPORTUNITY WAY,40356
479,FORT CAMPBELL,9288,['http://www.erau.edu/'],EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,['270-798-2775'],KY,"FORT CAMPBELL CENTER, PO BOX 565",42223
480,FLORENCE,8492,['http://www.gateway.kctcs.edu/'],GATEWAY COMMUNITY & TECHNICAL COLLEGE,['859-442-1159'],KY,500 TECHNOLOGY WAY,41042
481,FORT CAMPBELL,7171,['http://hopkinsville.kctcs.edu'],HOPKINSVILLE COMMUNITY COLLEGE,['270-707-3970'],KY,"ENGLISH ARMY EDUCATION CENTER, 202 BASTOGNE AVENUE, ROOM 1218",42225
482,LOUISVILLE,9947,['http://www.indwes.edu/'],INDIANA WESLEYAN UNIVERSITY,['502-261-5000'],KY,1500 ALLIANT AVENUE,40299
