NoName,Address,City,State,Zip,id,link,name,phone,AUTO_UNIQUE_ID_2017-12-10_leogodin217_dsst-locations,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
673,"JACKSONVILLE, NC   28547",910,,5876,7218,http://uncw.edu/onslow/testing.html,UNIVERSITY OF NORTH CAROLINA WILMINGTON,910-451-5457 (FAX),674,USCGeocoder,11,1,4.1,,442016db-ebc1-42ef-b6d9-a5ab3a499f49,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
674,601 S. COLLEGE ROAD,WILMINGTON,NC,28403,7863,http://www.uncw.edu/reg/transfercredit-examdsst.htm,UNIVERSITY OF NORTH CAROLINA WILMINGTON,910-962-3036,675,USCGeocoder,12,1,4.1,,4bc4d2ed-974c-456c-ab0f-96978dc5cf90,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,34.2271231,-77.878795,Exact
675,"3800 ARCO CORPORATE DRIVE, SUITE 100",CHARLOTTE,NC,28273,7840,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,704 501 2923,676,USCGeocoder,30,1,4.1,,0914b548-aac2-4fda-8ee5-31071d122601,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,35.1524003,-80.949278,Exact
676,10925 DAVID TAYLOR DRIVE SUITE 100,CHARLOTTE,NC,28262,8989,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - CHARLOTTE NORTH LEARNING CENTER,704) 501-2923,677,USCGeocoder,30,1,4.1,,a4f8b159-a99b-4a84-8825-e41b9206b107,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,35.339545,-80.7668054,Exact
677,"DISTANCE &AMP; CONTINUING EDUCATION, EDUCATINO OUTREACH, 138 CORDELIA CAMP BUILDING",CULLOWHEE,NC,28723,7914,http://www.wcu.edu/9467.asp,WESTERN CAROLINA UNIVERSITY,828-227-7211,678,USCGeocoder,6,1,4.1,,976e1801-de48-4a91-9a03-28eb05a45900,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,35.284272,-83.179192,Exact
678,1500 EDWARDS AVENUE,BISMARCK,ND,58501,9200,http://www.bsc.nodak.edu,BISMARCK STATE COLLEGE,701 224 5658,679,USCGeocoder,27,1,4.1,,4fbb15e5-fb14-4d05-ad7d-458484e86176,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,46.8213762,-100.8170543,Exact
679,1500 EDWARDS AVENUE,BISMARCK,ND,58506,7262,http://www.bismarckstate.edu/,BISMARCK STATE COLLEGE,701) 224-5658,680,USCGeocoder,88,1,4.1,,566d4ec5-3c6b-42e7-b849-03bc6a101398,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8133.74746401026,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,46.8208032798866,-100.81545487846,Relaxed
680,291 CAMPUS DR,DICKINSON,ND,59601,8804,http://www.dickinsonstate.edu/,DICKINSON STATE UNIVERSITY,701-483-2964,681,USCGeocoder,136,1,4.1,,a2598fa9-c990-4a51-ad35-639653d28d56,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,46.625304,-112.009553,Exact
681,500 W UNIVERSITY AVE,MINOT,ND,58707,8641,http://www.minotstateu.edu/,MINOT STATE UNIVERSITY,701) 858-3990,682,USCGeocoder,108,1,4.1,,d8864458-a94b-4b87-bfe0-b030a31269e2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1269.67405093834,LinearInterpolationAddressRange,StreetSegment,99.3491124260355,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,48.2451742107922,-101.302255892378,Relaxed
682,500 UNIVERSITY AVE W,MINOT,ND,58701,7185,http://www.minotstateu.edu/,MINOT STATE UNIVERSITY - MINOT AFB,701) 858-3990,683,USCGeocoder,82,1,4.1,,0f11fc35-710a-4fa3-a897-95aebcf01516,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1269.67405093834,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,48.2451742107922,-101.302255892378,Relaxed
683,1351 PAGE DRIVE,FARGO,ND,58103,8514,http://www.umary.edu/um/,UNIVERSITY OF MARY,877-868-6279,684,USCGeocoder,93,1,4.1,,b74d8906-b5c7-4ec5-9dd8-a6992680f9a3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,7237.58560781833,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,46.8601912087381,-96.828210745113,Exact
684,7500 UNIVERSITY DR,BISMARCK,ND,9652,9213,http://www.umary.edu/um/,UNIVERSITY OF MARY,701) 355-8050,685,USCGeocoder,147,1,4.1,,2d1a1fc5-36ad-4755-a409-323a605c9ebb,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,82861196.4217825,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,ReturnAll,,CityCentroid,,,0,46.8114634437719,-100.769226280245,Exact
685,2891 2ND AVENUE NORTH STOP 9040MCCANNEL HALL RM. 190N,GRAND FORKS,FO,58202,8675,http://und.edu/testing-center,UNIVERSITY OF NORTH DAKOTA,701) 777-4264,686,USCGeocoder,118,1,4.1,,8ae1176e-6b4d-4f85-a21e-970b5dd486c9,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4732.82566104573,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,47.9210961605817,-97.0693139200483,Exact
686,2810 NORTH 118TH CIRCLE,OMAHA,NE,68164,7961,http://www.bellevue.edu/,BELLEVUE UNIVERSITY,402-557-7713,687,USCGeocoder,72,1,4.1,,379bf040-e238-447e-89c4-1167df940200,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,15645.5208704174,ArealInterpolationGeometricCentroid,Parcel,94.0828402366864,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,41.2844493053835,-96.0995713808736,Relaxed
687,1000 GALVIN ROAD SOUTH,BELLEVUE,NE,68005,9059,http://www.bellevue.edu/,BELLEVUE UNIVERSITY,800-756-7920,688,USCGeocoder,26,1,4.1,,acbec47f-8763-4053-a24f-b45652b934fd,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,0,41.1500798,-95.9183921,Relaxed
688,800 NORTH COLUMBIA AVENUE,SEWARD,NE,68434,8765,http://www.cune.edu/,CONCORDIA COLLEGE,402-643-7336,689,USCGeocoder,122,1,4.1,,c9b12edb-6df3-48f3-95d1-762d0e508ec2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2340.11427830366,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.9129785353261,-97.0919263591089,Exact
689,"ELKHORN VALLEY CAMPUS, 30TH AND FORT STREET",OMAHA,NE,68111,8556,http://www.mccneb.edu/,METROPOLITAN COMMUNITY COLLEGE - ELKHORN VALLEY CAMPUS,402-289-1278,690,USCGeocoder,6,1,4.1,,3ba7e1c6-495b-4ef3-b19d-74762dc1d6b3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,41.290325,-95.967165,Exact
690,"FORT OMAHA CAMPUS, 30TH AND FORT STREET",OMAHA,NE,68111,8557,http://www.mccneb.edu/,METROPOLITAN COMMUNITY COLLEGE - FT OMAHA CAMPUS,402-457-2204,691,USCGeocoder,6,1,4.1,,f9cf3b59-890f-411c-bf16-19a248731d7c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,41.290325,-95.967165,Exact
691,2902 ED BABE GOMEZ AVENUE,OMAHA,NE,68111,8558,http://www.mccneb.edu/,METROPOLITAN COMMUNITY COLLEGE - SOUTH OMAHA CAMPUS,402-738-4613,692,USCGeocoder,142,1,4.1,,8f13ea43-6554-446a-ab11-96365f52d256,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,41.290325,-95.967165,Exact
692,"CAREER SERVICES CENTER, 1101 HALLIGAN DRIVE",NORTH PLATTE,PL,69101,9612,http://www.mpcc.edu/,MIDPLAINS COMMUNITY COLLEGE,308-535-3618,693,USCGeocoder,5,1,4.1,,ced86b96-3eb6-4446-941f-d60dc1772577,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,41.133414,-100.771684,Exact
693,801 EAST BENJAMIN AVENUE,NORFOLK,NE,68702,8831,http://www.northeast.edu/,NORTHEAST COMMUNITY COLLEGE,402) 844-7281,694,USCGeocoder,117,1,4.1,,be0d51a4-3352-4382-88c9-65d7baa04d7d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6025.73907559837,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,42.0474666792781,-97.3924121265139,Relaxed
694,"UNK TESTING CENTER, 1615 W. 24TH STREET, C106",KEARNEY,NE,68847,8502,http://www.unk.edu/,UNIVERSITY OF NEBRASKA,308-865-8054,695,USCGeocoder,5,1,4.1,,a2605ca5-a662-46b3-8779-db007810aeb3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.742085,-99.060441,Exact
695,"KAYSER HALL ROOM 522, 6001 DODGE STREET",OMAHA,NE,68182,9360,http://www.unomaha.edu/,UNIVERSITY OF NEBRASKA - DODGE CAMPUS,402) 554-4800,696,USCGeocoder,5,1,4.1,,af481c67-3868-4ad6-bddf-869a9e50afc0,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,41.254745,-96.009873,Exact
696,"OFUTT AFB, NE   68113",402,,1067,7151,http://www.unomaha.edu/,UNIVERSITY OF NEBRASKA OMAHA Ã¢Â€Â“ OFUTT AFB,402) 595-2371,697,USCGeocoder,26,1,4.1,,d3e312d1-1cec-45fa-9393-1f714c03ec3c,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
697,25 HALL ST,CONCORD,NH,6430,8478,http://www.granite.edu/,GRANITE STATE COLLEGE,603-513-1303,698,USCGeocoder,29,1,4.1,,4164f9d9-9b81-453f-ad06-a2d3ecfed017,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,0,43.1929166,-71.5272439,Relaxed
698,"35 E. INDUSTRIAL WAY, SUITE 101",ROCHESTER,NH,3867,8369,http://www.granite.edu/,GRANITE STATE COLLEGE,603-822-5408,699,USCGeocoder,25,1,4.1,,0f4d5972-9256-4b20-afb5-c75c504478c8,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,93.1952662721894,FeatureClassBased,ReturnAll,,AddressPoint,,,0,43.311547,-71.001215,Relaxed
699,27 PLEASANT STREET,CLAREMONT,NH,3743,8064,http://www.granite.edu/,GRANITE STATE COLLEGE,603-372-4206,700,USCGeocoder,82,1,4.1,,4cd41cdd-4ba1-4a11-a9f1-fa29f2b500d0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3831.17933979048,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,43.3714773245035,-72.3389368879907,Exact
700,"53 TECHNOLOGY LANE, SUITE 150",CONWAY,NH,3818,8749,http://www.granite.edu/,GRANITE STATE COLLEGE,603-452-1506,701,USCGeocoder,125,1,4.1,,e6caaf1c-ad37-4d42-8874-b63403410a7b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,43.925298,-71.134643,Exact
701,"CENTER FOR STUDENT SUCCESS, 17 HIGH STREET, MSC 61",PLYMOUTH,NH,3264,9863,http://www.plymouth.edu/,PLYMOUTH STATE UNIVERSITY,603) 535-3065,702,USCGeocoder,6,1,4.1,,deae4c7d-3d22-4750-9380-13395822924c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,43.753373,-71.693831,Exact
702,467 FRANKLIN STREET,BLOOMFIELD,NJ,7003,9905,http://www.bloomfield.edu/,BLOOMFIELD COLLEGE,973) 748-9000 EXT. 1239,703,USCGeocoder,104,1,4.1,,0466cf88-3cf7-485b-824e-d095e64b42ab,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2723.42578809569,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.7942010713545,-74.1965058789689,Exact
703,765 NEWMAN SPRINGS RD,LINCROFT,NJ,7738,9071,http://www.brookdalecc.edu/,BROOKDALE COMMUNITY COLLEGE,732-224-2076,704,USCGeocoder,85,1,4.1,,bb7ea6fa-0965-48f8-ab63-a0f0870b85bf,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,804196.74645862,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.3261245614847,-74.1319045430512,Exact
704,9 RYERSON AVE,CALDWELL,NJ,7006,9138,http://www.caldwell.edu/,CALDWELL UNIVERSITY,973-618-3280,705,USCGeocoder,114,1,4.1,,1bfc3e86-9e58-4ba5-b298-cece195248ae,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2916.48841494205,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.8342098469143,-74.2683480339501,Exact
705,200 COLLEGE DRIVE,BLACKWOOD,NJ,8012,8391,http://www.camdence.edu/testing,CAMDEN COUNTY COLLEGE,856-227-7200 X4416,706,USCGeocoder,111,1,4.1,,3c57860a-a7ff-468b-a372-011a6dc7b295,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1463.47892773291,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,39.7839644355141,-75.0485603610966,Relaxed
706,630 U.S. HIGHWAY 1,NORTH BRUNSWICK,BR,8902,7835,http://www.devry.edu/,DEVRY UNIVERSITY -  NORTH BRUNSWICK CAMPUS,732) 729-3823,707,USCGeocoder,117,1,4.1,,dbe6f93f-31c8-4b48-933d-f6b7911bec95,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,807.096347205341,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.4627548396224,-74.455133511584,Exact
707,"130 CLINTON RD. STE. 203, LOBBY A",FAIRFIELD,NJ,7004,8906,http://www.federalcomputers.com/,FEDERAL COMPUTERS INC,973) 769-2291,708,USCGeocoder,138,1,4.1,,aa2143a5-5cfb-4cc4-84b3-8c16aed8dd5b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6952.04092037748,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.8664691935209,-74.3133698225533,Exact
708,900 LAKEWOOD AVE,LAKEWOOD,NJ,8701,8282,http://www.georgian.edu/,GEORGIAN COURT UNIVERSITY,732-987-2718,709,USCGeocoder,125,1,4.1,,4e819e1e-61fa-4149-8102-c1c1a43ee24f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1359.6678959385,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.0978089069463,-74.2261113216457,Exact
709,1400 TANYARD ROAD,SEWELL,NJ,8080,8194,http://www.gccnj.edu/,GLOUCSTER COUNTY COLLEGE,856-681-6249,710,USCGeocoder,109,1,4.1,,be34fa4f-d96c-4e64-87d4-120906930b7b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7428.20538701524,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,39.7915543094603,-75.1253122334542,Relaxed
710,1200 OLD TRENTON RD,TRENTON,NJ,8690,9220,http://www.mccc.edu/,MERCER COUNTY COMMUNITY COLLEGE,609-570-3298,711,USCGeocoder,149,1,4.1,,801138ce-5f01-495c-880d-7e487b3476cd,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.224987,-74.661288,Exact
711,366 VAIL AVENUE,PISCATAWAY,NJ,8854,8891,http://http://www.nursetutorteam.com/,NURSE TUTOR TEAM,908-432-7864,712,USCGeocoder,125,1,4.1,,0d6dfa6a-b56b-4822-9121-7b6ced49cc78,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4898.42971055978,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.5814038596653,-74.4560740956201,Exact
712,"COLLEGE DR, PO BOX 2001",TOMS RIVER,RI,8754,9956,http://www.ocean.edu/,OCEAN COUNTY COLLEGE,732-.255-0400,713,USCGeocoder,6,1,4.1,,67a12ac8-58b9-4229-8620-c03d4652aa83,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,39.981977,-74.158872,Exact
713,ROUTE 28 &AMP; LAMINGTON ROAD,NORTH BRANCH,BR,8876,9011,http://www.raritanval.edu/,RARITAN VALLEY COMMUNITY COLLEGE,908-526-1200 X8313,714,USCGeocoder,5,1,4.1,,f2551932-d167-48dc-af6f-dd4d5ce679f5,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.54374,-74.66004,Exact
714,"201 MULLICA HILL RD, SAVITZ HALL",GLASSBORO,NJ,8028,8042,http://www.rowan.edu/,ROWAN UNIVERSITY,856-256-4260,715,USCGeocoder,142,1,4.1,,3769454f-8739-446c-ba92-4cf893a38866,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5747.02598961594,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,39.7077149407948,-75.1168971790324,Exact
715,"300 WILLINGBORO WAY, SUITE 125",WILLINGBORO,NJ,8046,8904,http://www.strayer.edu/,STRAYER UNIVERSITY,609-835-6029,716,USCGeocoder,35,1,4.1,,7ec501e0-98c9-4782-9c99-eb8b22b99562,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.0828402366864,FeatureClassBased,ReturnAll,,AddressPoint,,,0,40.0524954,-74.8890526,Relaxed
716,"242 OLD NEW BRUNSWICK ROAD, SUITE 220",PISCATAWAY,NJ,8854,7960,http://www.strayer.edu/,STRAYER UNIVERSITY,732-743-3829,717,USCGeocoder,115,1,4.1,,96987f9a-f0b3-4bad-8f97-333dbc43a0a8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5031.28247809538,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.553844807477,-74.4741241384855,Exact
717,"3150 BRUNSWICK PIKE, SUITE 100",LAWRENCEVILLE,NJ,8648,7956,http://www.strayer.edu/,STRAYER UNIVERSITY,609-406-7629,718,USCGeocoder,123,1,4.1,,a00dbb91-bccc-4f88-9c26-011cdb70b333,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10271.124699288,LinearInterpolationAddressRange,StreetSegment,99.6131087847064,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.2851758994896,-74.6937664628853,Relaxed
718,"2201 ROUTE 38, SUITE 800",CHERRY HILL,HI,8002,7846,http://www.strayer.edu/,STRAYER UNIVERSITY,856-482-4229,719,USCGeocoder,175,1,4.1,,ca20702f-22c7-4e58-9170-c97cabf9d4ce,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,39.933589,-75.018781,Exact
719,1 COLLEGE HILL ROAD,NEWTON,NJ,7680,7985,http://sussex.edu/academics/testing/,SUSSEX COUNTY COMMUNITY COLLEGE,973-300-2155,720,USCGeocoder,149,1,4.1,,aa3bfdd6-c0b5-4914-9a40-7bab2efb36eb,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8206952.36501345,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,ReturnAll,,CityCentroid,,,0,41.0538561894018,-74.7530784350577,Exact
720,"OFFICE OF MILITARY EDUCATION,BUILDING 3829,ROOM 303, SCHOOL ROAD",MCGUIRE AFB,AF,8641,7215,http://www.tesu.edu/,THOMAS EDISON STATE UNIVERSITY - MCGUIRE AFB,609) 777-5696 EX.2197,721,USCGeocoder,5,1,4.1,,dd6b4b0d-fb98-467f-8de4-d529ea7c3ea8,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.027821,-74.570679,Exact
721,UNIVERSITY OF PHOENIX,88 TOWN SQUARE PLACE,TO,,9398,201.234.3106,UNIVERSITY OF PHOENIX,"JERSEY CITY, NJ   07310",722,USCGeocoder,8,1,4.1,,0d4b8ffa-2bdf-4b68-a565-a230731c961f,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
722,475 ROUTE 57 WEST,WASHINGTON,NJ,9605,8542,http://www.warren.edu/,WARREN COUNTY COMMUNITY COLLEGE,908-835-2318,723,USCGeocoder,246,1,4.1,,6eea819f-f5c6-4629-a61f-8c51add5b111,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,0,0,Exact
723,"HUNZIKER WING 220, 300 POMPTON RD",WAYNE,NJ,7470,9639,http://www.wpunj.edu/,WILLIAM PATERSON COLLEGE,973-720-3107,724,USCGeocoder,5,1,4.1,,e4d7bbc6-6582-440b-bbc3-56cb633919df,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.947255,-74.245839,Exact
724,"CANNON AFB, 110 E. ALISON AVE. BUILDING 600",CLOVIS,NM,88103,7259,http://www.clovis.edu/,CLOVIS COMMUNITY COLLEGE - CANNON AFB,575) 769-4019,725,USCGeocoder,13,1,4.1,,b80731be-84aa-4592-984d-ea65f28e9633,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.3953,-103.32438,Exact
725,"HOLLOMAN AFB, NM   88330-8038",575,,1045,7199,http://military.coastline.edu/,COASTLINE COMMUNITY COLLEGE,714-241-6272,726,USCGeocoder,11,1,4.1,,21651c2b-cfa1-4002-80fb-97a5be850c35,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
